# Program:featureCounts v2.0.6; Command:"featureCounts" "-O" "-t" "gene" "-g" "gene_name" "-a" "gencode.v41.annotation.gtf" "-o" "counts.txt" "./SRR5223500_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223505_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223522_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223543_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223547_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223570_2.fastq_mappedAligned.sortedByCoord.out.bam" "-T" "20" "-p" 
Geneid	Chr	Start	End	Strand	Length	./SRR5223500_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223505_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223522_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223543_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223547_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223570_2.fastq_mappedAligned.sortedByCoord.out.bam
LINC02371	chr12	2740032	2746665	+	6634	8	0	10	8	4	0
IQSEC3P1	chr12	2752597	2753132	-	536	0	0	0	2	4	0
ENSG00000255669	chr12	2761200	2775658	-	14459	38	8	19	18	10	6
RPL23AP14	chr12	2781904	2782371	+	468	0	0	0	0	0	0
CBX3P4	chr12	2786931	2794295	-	7365	10	4	4	2	8	0
FKBP4	chr12	2794970	2805423	+	10454	4901	6221	2670	3644	6448	1410
ENSG00000258092	chr12	2797136	2803938	-	6803	4749	5930	2598	3549	6292	1396
ITFG2	chr12	2812622	2859791	+	47170	3344	1699	1714	1420	1174	356
ENSG00000288984	chr12	2824876	2826220	-	1345	146	55	86	52	37	23
NRIP2	chr12	2825348	2835544	-	10197	566	177	225	155	134	51
TEX52	chr12	2849046	2857039	-	7994	537	196	260	207	138	62
FOXM1	chr12	2857680	2877174	-	19495	249	102	166	112	113	29
RHNO1	chr12	2876258	2889524	+	13267	1216	1135	1101	1043	1052	278
TULP3	chr12	2877223	2941138	+	63916	1619	1491	1424	1306	1335	326
ENSG00000278356	chr12	2885819	2886329	+	511	9	9	5	4	5	0
RNU6-1315P	chr12	2954240	2954338	-	99	0	0	0	0	0	0
TEAD4	chr12	2959330	3040676	+	81347	5	15	1	11	36	2
ENSG00000250899	chr12	3041437	3044950	+	3514	0	8	1	0	4	0
ENSG00000289980	chr12	3048177	3052928	+	4752	0	0	0	0	0	0
ENSG00000234589	chr12	3071532	3072145	-	614	77	103	195	108	79	6
TSPAN9	chr12	3077355	3286564	+	209210	791	677	414	655	556	226
TSPAN9-IT1	chr12	3149797	3151476	+	1680	0	0	0	0	0	0
ENSG00000275850	chr12	3171657	3174056	+	2400	0	0	0	0	0	0
ENSG00000227081	chr12	3211663	3211917	-	255	734	624	409	617	474	213
ENSG00000250770	chr12	3296202	3366177	-	69976	8	0	8	0	0	0
ENSG00000287712	chr12	3300698	3318677	+	17980	0	0	6	0	0	0
LINC02827	chr12	3318718	3325343	+	6626	0	0	2	0	0	0
LINC02417	chr12	3367833	3371346	+	3514	0	0	0	0	0	0
PRMT8	chr12	3381349	3593973	+	212625	0	0	0	1	0	0
ENSG00000256691	chr12	3462718	3463586	-	869	0	0	0	0	0	0
ENSG00000243507	chr12	3468950	3469296	+	347	0	0	0	0	0	0
THCAT155	chr12	3483714	3492819	-	9106	0	0	0	0	0	0
CRACR2A	chr12	3606633	3764819	-	158187	2969	2751	2123	1880	2300	669
ENSG00000280202	chr12	3610307	3612003	-	1697	371	373	306	239	324	79
RNU6-174P	chr12	3726222	3726327	-	106	3	0	0	0	0	1
ENSG00000283138	chr12	3752518	3757842	+	5325	67	52	51	40	25	7
PARP11	chr12	3791047	3873448	-	82402	3216	1719	2027	1709	1177	334
OTUD4P1	chr12	3839459	3842525	+	3067	16	16	18	6	18	6
PARP11-AS1	chr12	3871579	3910385	+	38807	452	246	210	230	82	35
ENSG00000288729	chr12	3908785	3958644	-	49860	388	119	163	124	34	13
ENSG00000256969	chr12	4012902	4026658	+	13757	0	0	0	0	0	0
HSPA8P5	chr12	4097451	4099519	+	2069	24	24	32	36	21	10
ENSG00000242444	chr12	4109661	4118132	-	8472	11	8	10	4	8	0
ENSG00000289105	chr12	4204142	4208823	+	4682	4	0	0	0	0	0
CCND2-AS1	chr12	4247981	4276252	-	28272	1189	2258	627	1343	2609	530
CCND2	chr12	4269771	4305353	+	35583	14622	21750	8092	14665	26581	5205
ENSG00000285901	chr12	4273762	4405490	+	131729	15936	22716	8797	15602	27682	5386
ENSG00000290063	chr12	4275562	4275755	-	194	2	4	0	2	5	1
TIGAR	chr12	4307763	4360028	+	52266	1299	979	701	951	1106	186
ENSG00000213970	chr12	4323724	4324811	-	1088	10	6	2	14	10	0
FGF23	chr12	4368227	4379712	-	11486	0	0	0	0	0	0
FGF6	chr12	4428155	4445815	-	17661	6	8	8	6	16	5
C12orf4	chr12	4487735	4538508	-	50774	1017	784	675	588	679	186
RAD51AP1	chr12	4538798	4560047	+	21250	190	116	68	132	238	34
DYRK4	chr12	4562208	4615302	+	53095	723	602	440	528	602	116
ENSG00000256748	chr12	4601991	4603420	-	1430	0	0	0	0	0	0
ENSG00000272921	chr12	4604944	4662643	+	57700	2171	1892	1145	1516	1810	388
AKAP3	chr12	4615508	4649051	-	33544	149	54	106	109	102	27
ENSG00000256799	chr12	4635349	4636140	-	792	2	2	0	4	2	0
ENSG00000256381	chr12	4645496	4648027	+	2532	2	1	2	6	2	0
NDUFA9	chr12	4649095	4694317	+	45223	2282	2178	1098	1613	2082	402
ENSG00000255639	chr12	4649101	4774184	+	125084	2420	2240	1134	1657	2128	416
GAU1	chr12	4700417	4720102	-	19686	26	14	4	12	4	0
GALNT8	chr12	4720400	4851927	+	131528	112	68	68	58	8	10
ENSG00000256988	chr12	4804499	4830747	-	26249	58	26	38	46	2	0
KCNA6	chr12	4809334	4813318	+	3985	22	2	14	13	0	0
ENSG00000255608	chr12	4838955	4842675	+	3721	3	0	0	4	0	0
ENSG00000286866	chr12	4857283	4859904	-	2622	0	0	0	0	0	0
ENSG00000287835	chr12	4906393	4909265	-	2873	0	0	0	0	0	0
ENSG00000256654	chr12	4909867	5026012	+	116146	6	10	0	10	2	0
KCNA1	chr12	4909905	4918256	+	8352	4	10	0	10	2	0
ENSG00000284513	chr12	4960113	4963450	+	3338	0	0	0	0	0	0
ENSG00000255996	chr12	5032388	5032941	-	554	0	0	6	0	0	0
KCNA5	chr12	5043879	5046788	+	2910	0	0	0	0	0	0
ENSG00000285523	chr12	5088002	5092742	+	4741	0	0	0	0	0	0
LINC02443	chr12	5226196	5244199	-	18004	0	0	0	0	0	0
ENSG00000256417	chr12	5290480	5383653	+	93174	0	0	0	0	2	0
ENSG00000256146	chr12	5315961	5319347	+	3387	0	0	0	0	0	0
ENSG00000256218	chr12	5366048	5367774	-	1727	0	0	0	0	0	0
ENSG00000255983	chr12	5388589	5406651	+	18063	0	0	0	0	0	0
NTF3	chr12	5432108	5521536	+	89429	0	0	0	0	0	0
ANO2	chr12	5531869	5946232	-	414364	1	0	0	2	2	0
ENSG00000255973	chr12	5583797	5584085	+	289	0	0	0	0	2	0
VWF	chr12	5948877	6124770	-	175894	9	14	3	4	4	0
RN7SL69P	chr12	6095699	6095970	-	272	0	0	0	0	0	0
ENSG00000255775	chr12	6155035	6160719	-	5685	0	0	0	0	0	0
CD9	chr12	6199715	6238271	+	38557	146	266	110	122	168	58
ATP5MFP5	chr12	6270168	6270425	-	258	0	0	3	0	0	0
PLEKHG6	chr12	6310436	6328506	+	18071	24	6	7	2	2	4
TNFRSF1A	chr12	6328757	6342114	-	13358	2084	1704	874	1458	1154	280
RN7SL391P	chr12	6344554	6344837	+	284	2	0	0	0	0	0
SCNN1A	chr12	6346843	6377730	-	30888	40	12	20	18	2	2
LTBR	chr12	6375045	6391571	+	16527	24	20	39	30	62	28
ENSG00000256433	chr12	6393879	6396148	+	2270	0	0	0	2	0	0
ENSG00000213942	chr12	6409637	6410013	-	377	28	20	28	20	10	4
SRP14P1	chr12	6438498	6438852	+	355	0	0	0	2	0	2
CD27-AS1	chr12	6439001	6451607	-	12607	6834	3336	3683	5324	3028	366
CD27	chr12	6444955	6451718	+	6764	6904	3398	3760	5438	3071	375
TAPBPL	chr12	6451690	6466517	+	14828	3354	2126	1493	1528	1025	373
VAMP1	chr12	6462237	6470677	-	8441	1419	788	593	807	508	115
ENSG00000276718	chr12	6466537	6467135	+	599	64	33	52	26	22	13
ENSG00000256913	chr12	6477714	6480207	+	2494	4	0	4	4	2	2
MRPL51	chr12	6491886	6493841	-	1956	2112	2151	1016	1839	2603	729
NCAPD2	chr12	6493356	6531955	+	38600	5885	3808	3774	4472	3549	897
SCARNA10	chr12	6510222	6510551	+	330	4	0	2	4	0	4
ENSG00000276232	chr12	6510275	6510522	+	248	4	0	2	4	0	4
GAPDH-DT	chr12	6532290	6533498	-	1209	4	0	0	2	2	6
GAPDH	chr12	6534512	6538374	+	3863	49003	69668	23231	52357	87833	16459
ENSG00000269968	chr12	6537794	6538370	-	577	17459	27085	9181	18720	33800	5371
IFFO1	chr12	6538961	6556073	-	17113	888	490	424	580	336	72
ENSG00000245667	chr12	6543504	6544931	+	1428	15	6	2	2	2	0
NOP2	chr12	6556863	6568691	-	11829	4027	4758	2140	3126	4424	897
ENSG00000285238	chr12	6556886	6607367	-	50482	23872	22354	14008	18121	19389	4515
CHD4	chr12	6570082	6614524	-	44443	19839	17588	11866	14995	14963	3615
ENSG00000247853	chr12	6578622	6584739	+	6118	4222	3470	2251	3164	3188	762
SCARNA11	chr12	6581474	6581609	-	136	0	2	0	0	0	0
LPAR5	chr12	6618835	6635960	-	17126	280	133	218	250	151	42
ACRBP	chr12	6638075	6647433	-	9359	100	52	66	34	16	10
ING4	chr12	6650301	6663142	-	12842	830	470	453	460	287	88
ENSG00000219410	chr12	6663260	6672069	+	8810	1355	1361	880	1098	1148	266
ZNF384	chr12	6666477	6689572	-	23096	2517	2566	1756	1983	1970	530
ENSG00000289303	chr12	6689713	6690144	+	432	2	7	2	0	0	0
PIANP	chr12	6693791	6700815	-	7025	57	50	44	60	70	6
RNU6-781P	chr12	6709452	6709552	+	101	0	0	0	0	0	0
ENSG00000270068	chr12	6723233	6723687	+	455	0	0	0	2	0	0
ENSG00000288814	chr12	6723543	6723836	-	294	0	2	0	1	0	0
COPS7A	chr12	6724014	6731875	+	7862	1130	964	606	753	914	146
ENSG00000269892	chr12	6742985	6743641	+	657	6	17	9	6	5	2
MLF2	chr12	6747996	6767475	-	19480	2945	4123	1490	2333	3128	775
PTMS	chr12	6765516	6770952	+	5437	51	176	52	84	136	38
LAG3	chr12	6772512	6778455	+	5944	62	116	54	108	76	8
RN7SL380P	chr12	6783854	6784161	-	308	0	0	0	0	0	0
CD4	chr12	6786858	6820799	+	33942	7924	4250	4132	5490	5258	936
GPR162	chr12	6821624	6829972	+	8349	3	4	2	2	9	0
P3H3	chr12	6828407	6839847	+	11441	52	18	32	70	56	2
GNB3	chr12	6839954	6847393	+	7440	20	10	22	18	2	2
CDCA3	chr12	6844793	6851292	-	6500	37	27	16	20	6	4
USP5	chr12	6852148	6866632	+	14485	4128	3749	1654	2881	3308	796
TPI1	chr12	6867119	6870948	+	3830	11687	14339	4996	11375	17812	3263
SPSB2	chr12	6870935	6889358	-	18424	727	607	382	531	387	110
RPL13P5	chr12	6873389	6884741	+	11353	167	139	114	134	90	27
LRRC23	chr12	6873569	6914241	+	40673	726	458	374	423	317	74
DSTNP2	chr12	6884682	6885786	+	1105	164	108	108	126	81	15
ENSG00000275703	chr12	6899752	6900212	+	461	4	0	0	0	2	1
ENO2	chr12	6913745	6923698	+	9954	1820	1708	834	1573	1809	326
ATN1	chr12	6924463	6942321	+	17859	1995	3016	1302	1928	2178	605
C12orf57	chr12	6942978	6946003	+	3026	4582	3594	2325	3118	2316	454
ENSG00000272173	chr12	6943508	6944630	-	1123	3328	2472	1599	2237	1646	339
RNU7-1	chr12	6943816	6943878	+	63	67	75	15	41	52	11
PTPN6	chr12	6946468	6961316	+	14849	10524	12690	7050	11395	13518	2990
MIR200CHG	chr12	6963226	6964447	+	1222	0	0	0	0	0	2
MIR200C	chr12	6963699	6963766	+	68	0	0	0	0	0	0
MIR141	chr12	6964097	6964191	+	95	0	0	0	0	0	2
ENSG00000271969	chr12	6964949	6965382	+	434	38	53	31	64	49	14
PHB2	chr12	6965327	6970780	-	5454	7290	8142	4130	7116	8350	1686
SCARNA12	chr12	6967337	6967606	-	270	39	52	20	28	19	1
EMG1	chr12	6970913	6979936	+	9024	2876	3074	1475	2272	2959	609
ENSG00000290146	chr12	6970921	6997428	+	26508	3328	3414	1759	2507	3268	700
LPCAT3	chr12	6976185	7018477	-	42293	1974	1690	1182	1341	1622	425
C1S	chr12	6988259	7071032	+	82774	567	301	366	224	189	91
ENSG00000239701	chr12	7032108	7032398	+	291	2	0	0	0	0	0
ENSG00000257078	chr12	7041156	7041641	-	486	0	0	0	0	0	0
C1R	chr12	7080214	7092540	-	12327	86	44	56	26	22	8
C1RL	chr12	7089587	7109238	-	19652	777	493	590	494	402	139
C1RL-AS1	chr12	7108052	7122524	+	14473	237	147	143	187	204	64
RBP5	chr12	7115736	7128889	-	13154	216	104	170	145	163	56
RNU6-485P	chr12	7118785	7118891	+	107	0	0	0	1	2	0
ENSG00000256967	chr12	7129079	7131198	-	2120	116	72	67	72	67	18
CLSTN3	chr12	7129698	7158945	+	29248	1187	982	574	874	816	196
ENSG00000285770	chr12	7146482	7147817	-	1336	10	4	2	0	2	2
ENSG00000255572	chr12	7166674	7189069	-	22396	0	0	0	1	0	0
PEX5	chr12	7188685	7218574	+	29890	1857	1764	854	1329	1502	294
ENSG00000256480	chr12	7237432	7240986	+	3555	0	0	0	0	0	0
ACSM4	chr12	7304072	7328719	+	24648	4	1	2	0	0	0
CD163L1	chr12	7346685	7479897	-	133213	24	7	8	16	18	4
ENSG00000255836	chr12	7438780	7439990	-	1211	14	7	4	8	12	4
CD163	chr12	7470811	7503893	-	33083	0	0	0	0	0	0
ENSG00000290059	chr12	7493221	7494705	+	1485	0	0	0	0	0	0
GAPDHP31	chr12	7566369	7567382	+	1014	0	0	0	0	0	0
NIFKP3	chr12	7604350	7605214	-	865	0	0	0	0	0	0
ENSG00000255977	chr12	7606834	7607331	+	498	4	0	0	0	4	0
ENSG00000284327	chr12	7619872	7620260	-	389	0	0	0	0	0	0
ENSG00000284591	chr12	7620542	7621450	+	909	0	0	0	0	0	0
ENSG00000284522	chr12	7626103	7626486	+	384	0	0	0	2	0	0
ENSG00000285142	chr12	7637396	7647086	-	9691	2	2	2	8	6	0
APOBEC1	chr12	7649400	7665908	-	16509	0	0	0	0	0	0
GDF3	chr12	7689784	7695775	-	5992	0	0	0	0	0	0
DPPA3	chr12	7711433	7717559	+	6127	0	0	0	0	0	0
CLEC4C	chr12	7729383	7751605	-	22223	1	0	0	0	0	0
NANOGNB	chr12	7765216	7774121	+	8906	0	0	0	1	0	0
NANOG	chr12	7787794	7799146	+	11353	0	0	0	0	0	0
SLC2A14	chr12	7812512	7891148	-	78637	73	73	36	16	12	5
ENSG00000287713	chr12	7838914	7844395	+	5482	0	0	0	0	0	0
ENSG00000241828	chr12	7860437	7860764	+	328	0	0	0	0	0	0
ENSG00000255885	chr12	7870852	7871370	+	519	0	0	0	0	0	0
NANOGP1	chr12	7890801	7900140	+	9340	0	2	1	0	0	0
ENSG00000255356	chr12	7896608	7896956	-	349	0	0	0	0	0	0
SLC2A3	chr12	7919230	7936187	-	16958	5430	5577	3214	4166	3772	1125
ENSG00000288043	chr12	7954216	7972759	+	18544	147	42	37	100	52	18
ENSG00000240739	chr12	7994770	7995084	-	315	0	0	0	0	0	0
ENSG00000282080	chr12	8014093	8019007	-	4915	4	6	7	8	4	2
HSPD1P12	chr12	8015024	8016406	+	1383	4	2	2	8	2	2
ENSG00000255581	chr12	8017201	8017860	-	660	0	2	0	0	2	0
FOXJ2	chr12	8032716	8055517	+	22802	2181	1532	1340	1630	1436	314
C3AR1	chr12	8056844	8066359	-	9516	8	6	4	8	4	6
NECAP1	chr12	8076939	8097881	+	20943	1750	1523	1132	1223	1198	278
ENSG00000279865	chr12	8080381	8082163	-	1783	50	95	106	81	83	10
ENSG00000284697	chr12	8082269	8138548	+	56280	1819	1476	1095	1180	1146	282
CLEC4A	chr12	8123617	8138607	+	14991	64	36	48	26	26	6
POU5F1P3	chr12	8133772	8134849	-	1078	2	2	0	0	0	1
ENSG00000284393	chr12	8138140	8175320	+	37181	16	10	7	12	4	12
GCSHP4	chr12	8141168	8142697	-	1530	4	2	0	0	0	6
ZNF705A	chr12	8157015	8188537	+	31523	16	10	9	14	10	4
FAM66C	chr12	8180207	8216151	+	35945	204	72	188	98	54	18
DEFB109F	chr12	8199599	8218911	-	19313	131	34	116	49	14	10
ENSG00000276417	chr12	8205984	8207397	+	1414	2	0	4	0	2	0
ENSG00000275367	chr12	8217758	8221115	+	3358	12	12	8	2	4	0
FAM90A1	chr12	8221260	8227618	-	6359	14	14	2	2	2	0
ALG1L10P	chr12	8227734	8231764	+	4031	13	18	2	0	2	1
FAM86FP	chr12	8232512	8242948	-	10437	107	91	34	20	28	5
LINC02449	chr12	8235415	8242564	+	7150	76	69	32	18	24	4
ENSG00000286895	chr12	8243147	8342048	+	98902	58	32	12	5	8	8
ENPP7P5	chr12	8254527	8308855	-	54329	18	14	4	1	8	4
ENSG00000286504	chr12	8282677	8286518	-	3842	0	0	0	0	4	0
LINC00937	chr12	8295986	8396803	-	100818	59	26	66	16	21	8
ENSG00000256552	chr12	8320263	8369597	+	49335	26	20	38	16	15	2
ENSG00000256101	chr12	8321876	8329614	+	7739	4	2	2	0	0	0
ENSG00000277952	chr12	8340182	8340397	+	216	0	0	0	2	0	0
RPS3AP43	chr12	8359054	8359834	-	781	2	13	22	10	10	2
ENSG00000284687	chr12	8390270	8390488	-	219	0	0	2	0	0	0
ENSG00000284673	chr12	8396423	8396641	-	219	0	0	1	0	0	0
ENSG00000288954	chr12	8403014	8453093	-	50080	0	0	0	0	2	0
ENSG00000256136	chr12	8406833	8407195	-	363	0	0	0	0	0	0
OR7E140P	chr12	8414780	8415805	-	1026	0	0	0	0	0	0
OR7E148P	chr12	8427640	8428610	-	971	0	0	0	0	0	0
OR7E149P	chr12	8437403	8438425	-	1023	0	0	0	0	0	0
CLEC6A	chr12	8455962	8478330	+	22369	6	18	40	7	6	2
ENSG00000243830	chr12	8460618	8461232	+	615	6	16	40	7	6	2
RNU6-275P	chr12	8484746	8484852	+	107	0	0	0	0	0	0
CLEC4D	chr12	8509475	8522366	+	12892	2	2	0	0	0	0
SUPT4H1P2	chr12	8512374	8512726	-	353	0	0	0	0	0	0
CLEC4E	chr12	8533305	8540905	-	7601	0	0	0	0	0	0
ENSG00000255801	chr12	8548361	8567939	-	19579	0	0	0	0	0	0
ENSG00000252727	chr12	8597509	8597640	+	132	0	0	0	0	0	0
AICDA	chr12	8602155	8613242	-	11088	0	0	0	0	0	0
ENSG00000280345	chr12	8631545	8632259	-	715	0	0	0	0	0	0
HADHAP2	chr12	8634367	8637608	+	3242	0	6	10	2	0	0
MFAP5	chr12	8637346	8662888	-	25543	1	1	4	2	1	0
ENSG00000255829	chr12	8664011	8669011	+	5001	0	0	0	0	0	0
ENSG00000256004	chr12	8678773	8679670	+	898	0	0	0	0	0	0
RIMKLB	chr12	8681600	8783095	+	101496	796	500	500	300	300	112
RPSAP51	chr12	8742428	8743072	+	645	0	0	0	0	0	0
A2ML1-AS1	chr12	8776219	8830947	-	54729	401	216	266	174	146	39
LINC02972	chr12	8788253	8795789	+	7537	30	36	16	44	32	2
A2ML1-AS2	chr12	8819816	8820713	-	898	0	0	0	0	0	0
A2ML1	chr12	8822621	8887001	+	64381	2	2	0	2	0	2
ENSG00000282022	chr12	8858143	8915276	-	57134	14	23	4	14	14	2
PHC1	chr12	8913896	8941467	+	27572	1779	1455	1036	1293	1222	263
M6PR	chr12	8940361	8949761	-	9401	5733	5880	3245	4427	5056	1221
KLRG1	chr12	8950044	9010760	+	60717	245	140	85	96	41	8
ENSG00000257105	chr12	8987175	8996566	-	9392	34	26	6	10	7	0
HNRNPA1P34	chr12	9027532	9029089	-	1558	0	0	0	0	0	0
VDAC2P2	chr12	9036344	9037244	+	901	4	0	0	0	2	0
LINC00612	chr12	9055589	9065070	-	9482	15	8	2	7	1	0
A2M-AS1	chr12	9065163	9068689	+	3527	6	4	0	10	0	0
A2M	chr12	9067664	9116229	-	48566	60	2	4	8	0	0
KRT17P8	chr12	9127783	9128645	+	863	2	2	0	0	0	0
BTG1P1	chr12	9135084	9135591	+	508	10	0	0	0	0	0
PZP	chr12	9148840	9208395	-	59556	48	0	8	6	1	0
TPT1P12	chr12	9155881	9156372	-	492	0	0	0	0	0	0
A2MP1	chr12	9228533	9275817	-	47285	156	201	169	167	158	36
MIR1244-3	chr12	9239467	9239551	-	85	2	6	4	8	10	0
PTMAP4	chr12	9239986	9240331	-	346	85	104	92	104	88	25
LINC00987	chr12	9240003	9257960	+	17958	69	71	92	63	46	21
ENSG00000256427	chr12	9240406	9261050	+	20645	20	17	26	1	0	1
ENSG00000111788	chr12	9277235	9313241	+	36007	44	38	74	24	30	22
ENSG00000255753	chr12	9314402	9316173	-	1772	0	0	0	0	0	0
ENSG00000286911	chr12	9347028	9350947	+	3920	0	0	0	0	0	0
LINC02367	chr12	9347056	9400387	+	53332	12	6	8	2	9	2
ENSG00000287577	chr12	9348030	9349268	+	1239	0	0	0	0	0	0
ENSG00000256673	chr12	9398355	9414851	-	16497	32	10	8	4	12	0
ENSG00000278635	chr12	9415641	9416718	+	1078	0	0	0	2	2	0
DDX12P	chr12	9418673	9448229	-	29557	117	62	26	44	48	0
ENSG00000284634	chr12	9448295	9658392	+	210098	2419	1526	1369	1482	1471	310
ENSG00000214776	chr12	9480608	9576275	+	95668	57	25	2	20	16	2
ENSG00000256975	chr12	9506347	9508440	-	2094	0	0	2	4	0	2
KLRB1	chr12	9594551	9607916	-	13366	110	28	64	28	10	4
RNU6-700P	chr12	9624122	9624228	-	107	0	0	0	0	0	0
GOT2P3	chr12	9641723	9643011	+	1289	2	0	0	0	0	0
ENSG00000272917	chr12	9642872	9657070	+	14199	1459	954	855	878	846	242
ENSG00000256442	chr12	9647014	9648084	-	1071	2	2	1	0	7	4
ENSG00000256594	chr12	9648047	9658412	+	10366	2239	1453	1279	1427	1444	298
ENSG00000257027	chr12	9658567	9662085	+	3519	1383	841	803	735	665	164
CLEC2D	chr12	9664969	9699553	+	34585	24005	18189	16674	18144	20103	3929
NPM1P7	chr12	9695384	9696227	+	844	5672	4758	4043	4680	5759	1039
CLECL1	chr12	9702182	9733299	-	31118	211	111	164	72	46	30
LINC02390	chr12	9704077	9709350	+	5274	49	17	28	22	9	5
CD69	chr12	9752486	9760901	-	8416	4616	8735	3400	5172	6614	1552
GCNAP1	chr12	9817350	9818025	-	676	0	0	0	0	0	0
KLRF1	chr12	9827481	9845007	+	17527	10	2	32	8	0	6
CLEC2B	chr12	9852369	9869386	-	17018	2006	770	1719	1006	349	92
ENSG00000255882	chr12	9867027	9869808	+	2782	465	185	203	225	105	22
KLRF2	chr12	9881489	9895833	+	14345	0	0	0	0	4	0
CLEC2A	chr12	9898673	9932370	-	33698	2	2	0	2	2	0
LINC02470	chr12	9936504	9943495	-	6992	0	0	0	4	0	0
CLEC12A-AS1	chr12	9948137	9953336	-	5200	0	0	0	0	0	0
CLEC12A	chr12	9951316	9995694	+	44379	4	6	0	0	0	0
CLEC1B	chr12	9985642	10013424	-	27783	2	0	0	0	0	0
CLEC12B	chr12	10010627	10018796	+	8170	2	0	0	0	0	0
ENSG00000256803	chr12	10015240	10030606	-	15367	2	0	0	0	0	1
CLEC9A	chr12	10030678	10066031	+	35354	0	0	0	0	0	0
ENSG00000256626	chr12	10040848	10045711	+	4864	0	0	0	0	0	0
CLEC1A	chr12	10069554	10111627	-	42074	2	5	0	0	0	0
RN7SKP161	chr12	10084186	10084490	+	305	0	0	0	0	0	0
HNRNPABP1	chr12	10111738	10112471	+	734	2	6	2	0	0	0
CLEC7A	chr12	10116777	10130258	-	13482	0	0	0	0	0	0
OLR1	chr12	10158301	10172138	-	13838	0	0	0	0	0	0
TMEM52B	chr12	10170542	10191804	+	21263	0	2	0	0	0	0
GABARAPL1	chr12	10212458	10223128	+	10671	720	704	352	406	362	88
GABARAPL1-AS1	chr12	10214161	10214761	-	601	15	6	12	6	6	0
KLRD1	chr12	10226058	10329608	+	103551	163	137	38	30	16	8
ENSG00000290036	chr12	10280330	10291284	-	10955	4	1	0	0	0	0
LINC02617	chr12	10332861	10338292	-	5432	2	0	0	0	0	0
LINC02598	chr12	10358464	10361045	-	2582	2	0	0	2	0	0
KLRK1-AS1	chr12	10363638	10398506	+	34869	425	174	176	184	37	28
KLRK1	chr12	10372353	10391874	-	19522	325	136	156	151	26	24
KLRC4-KLRK1	chr12	10372353	10410146	-	37794	409	166	164	169	38	26
KLRC4	chr12	10407384	10409757	-	2374	17	14	6	0	2	0
ENSG00000255641	chr12	10412312	10436001	-	23690	10	4	14	6	8	0
KLRC3	chr12	10412315	10420595	-	8281	8	0	13	2	2	0
KLRC2	chr12	10426854	10442300	-	15447	2	4	1	4	4	0
KLRC1	chr12	10442264	10454685	-	12422	2	2	2	6	0	0
EIF2S3B	chr12	10505602	10523135	+	17534	40	48	32	40	39	4
SLC25A39P2	chr12	10551266	10551535	-	270	0	0	0	0	2	0
LINC02446	chr12	10553362	10572761	+	19400	32	22	8	16	6	0
KLRA1P	chr12	10588063	10599669	-	11607	175	48	129	66	66	26
MAGOHB	chr12	10604193	10613609	-	9417	955	952	490	599	894	189
STYK1	chr12	10618923	10674318	-	55396	7	0	0	1	0	0
YBX3	chr12	10699089	10723323	-	24235	476	924	408	826	1324	162
LINC02366	chr12	10750188	10777446	+	27259	0	0	0	0	0	0
HSPE1P12	chr12	10770305	10770605	+	301	0	0	0	0	0	0
TAS2R7	chr12	10801532	10802627	-	1096	0	0	0	0	0	0
TAS2R8	chr12	10806051	10807286	-	1236	0	0	0	0	0	0
TAS2R9	chr12	10809094	10810168	-	1075	0	0	0	0	0	0
PRH1	chr12	10824960	11171608	-	346649	1981	570	1410	874	882	191
TAS2R10	chr12	10825219	10826358	-	1140	3	0	0	2	0	0
ENSG00000256651	chr12	10831074	10832016	-	943	4	2	6	2	0	2
PRR4	chr12	10845849	10849475	-	3627	20	6	16	34	31	16
ENSG00000275778	chr12	10845849	11171600	-	325752	1953	559	1342	845	852	183
ENSG00000256682	chr12	10894943	10896952	-	2010	2	0	2	0	3	1
TAS2R13	chr12	10907926	10909562	-	1637	0	0	0	0	0	0
PRH2	chr12	10929236	10934845	+	5610	4	0	4	8	6	0
TAS2R14	chr12	10937408	11171573	-	234166	1832	519	1205	709	740	144
TAS2R15P	chr12	10964425	10965352	-	928	8	3	4	3	2	0
TAS2R50	chr12	10985913	10986912	-	1000	0	0	0	0	0	0
TAS2R20	chr12	10995961	10998304	-	2344	57	7	45	41	44	6
TAS2R19	chr12	11021619	11022620	-	1002	15	4	6	15	8	0
TAS2R31	chr12	11030387	11031407	-	1021	12	10	4	4	15	0
TAS2R63P	chr12	11048332	11049256	-	925	4	0	7	0	0	0
TAS2R46	chr12	11061365	11062294	-	930	10	0	4	0	2	0
TAS2R64P	chr12	11076769	11079171	-	2403	26	16	2	4	2	2
TAS2R43	chr12	11091287	11092313	-	1027	12	0	4	2	2	0
ENSG00000256400	chr12	11097179	11097274	-	96	2	0	0	0	0	0
TAS2R30	chr12	11132958	11134644	-	1687	2	1	10	0	0	0
